project_name,address,city,zip,latitude,longitude,total_units,affordable_units,family_units_estimate,status,expected_year,source
MUSEUM PLACE SOUTH,1030 SW JEFFERSON ST,Portland,97201,45.51552,-122.68519,140.0,140.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
TAGGART MANOR,8018 SE TAGGART ST,Portland,97206,45.50215,-122.58022,24.0,24.0,,in_service,2002.0,OAHI (data.oregon.gov p9yn-ftai)
NORTH WILLIAMS APTS,2124 N WILLIAMS AVE,Portland,97227,45.53854,-122.66671,61.0,61.0,51.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
ROSE CITY CONDOS,(UNKNOWN),Portland,97266,,,4.0,4.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
915 SE MALL ST,915 SE MALL ST,Portland,97202,45.49141,-122.65481,4.0,4.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
9121 N BURR AVE,9121 N BURR AVE,Portland,97203,45.59121,-122.74028,107.0,107.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Our House,2727 SE Alder,Portland,97214,45.51786,-122.63739,30.0,14.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
550 NE FARGO,550 NE FARGO ST,Portland,97212,45.54637,-122.65948,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
1712 SE STARK ST,1712 SE STARK ST,Portland,97214,45.51933,-122.64814,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
JUBILEE REDWOODS I,1249 N PRESCOTT ST,Portland,97217,45.55548,-122.67979,8.0,8.0,,in_service,1997.0,OAHI (data.oregon.gov p9yn-ftai)
FESSENDEN COURT,7936 N FESSENDEN ST,Portland,97203,45.59574,-122.74476,9.0,9.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
2425 SE YAMHILL ST,2425 SE YAMHILL ST,Portland,97214,45.51574,-122.64085,2.0,2.0,,in_service,1996.0,OAHI (data.oregon.gov p9yn-ftai)
"Vera, The",2095 SW RIVER PARKWAY,Portland,97201,45.5071,-122.67387,375.0,201.0,52.0,in_service,2019.0,OAHI (data.oregon.gov p9yn-ftai)
HOLGATE PROJECT,12012 SE HOLGATE BLVD,Portland,97266,45.48966,-122.5396,10.0,10.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
1638 SE ANKENY ST,1638 SE ANKENY ST,Portland,97214,45.52219,-122.64875,3.0,3.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Blackburn Building,12015 E Burnside Street,Portland,97230,45.52258,-122.53894,123.0,124.0,,in_service,2017.0,OAHI (data.oregon.gov p9yn-ftai)
Ridgecrest Timbers,8870 N Columbia Boulevard,Portland,97203,45.60456,-122.75152,97.0,97.0,76.0,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
Powell Boulevard Apartments,2101 SE POWELL BLVD,Portland,97202,45.49929,-122.64442,20.0,19.0,2.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
McCuller Crossing,236 N Killingsworth,Portland,97217,45.5627,-122.66937,40.0,40.0,32.0,in_service,2000.0,OAHI (data.oregon.gov p9yn-ftai)
St Anthony Village,3560 SE 79th Street,Portland,97206,45.49622,-122.58253,127.0,100.0,7.0,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
1455 NE GOING ST,1455 NE GOING ST,Portland,97211,45.55635,-122.6505,8.0,8.0,,in_service,2001.0,OAHI (data.oregon.gov p9yn-ftai)
Trenton Terrace,4720 N Trenton Street,Portland,97203,45.58866,-122.71626,66.0,66.0,,in_service,2007.0,OAHI (data.oregon.gov p9yn-ftai)
Upshur House,2650 NW Upshur Street,Portland,97210,45.53583,-122.70651,30.0,30.0,22.0,in_service,2010.0,OAHI (data.oregon.gov p9yn-ftai)
Waterleaf (fka RiverPlace Phase 2),2065 S River Parkway,Portland,97201,45.50717,-122.67413,178.0,178.0,50.0,in_service,2022.0,OAHI (data.oregon.gov p9yn-ftai)
ROSELAWN COTTAGE & LODGE,913 NE ROSELAWN ST,Portland,97211,45.56123,-122.65605,8.0,8.0,,in_service,2002.0,OAHI (data.oregon.gov p9yn-ftai)
CARITAS PLAZA,2830 N WILLIAMS AVE,Portland,97227,45.54315,-122.66667,30.0,30.0,2.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
New Columbia Trouton,9147 N Woolesy Ct,Portland,97203,45.58889,-122.71341,250.0,250.0,180.0,in_service,2006.0,OAHI (data.oregon.gov p9yn-ftai)
FREMONT MANOR,233 N FREMONT ST,Portland,97227,45.54824,-122.6687,28.0,28.0,10.0,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
FIR ACRES,19401 SE YAMHILL ST,Portland,97233,45.51547,-122.46319,32.0,32.0,,in_service,2010.0,OAHI (data.oregon.gov p9yn-ftai)
Harvey Rice Heritage,5734-5778 NE 72nd Avenue,Portland,97218,45.56438,-122.58891,12.0,41.0,23.0,in_service,2022.0,OAHI (data.oregon.gov p9yn-ftai)
GENERATIONS FOSTER ELEMENTRY SCHOOL,5205 SE 86TH AVE,Portland,97266,45.48491,-122.57493,5.0,5.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
426 NE TILLAMOOK ST,426 NE TILLAMOOK ST,Portland,97212,45.53789,-122.66102,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Peter Paulson Apartments,1530 SW 13th Avenue,Portland,97201,45.51498,-122.68829,92.0,92.0,,in_service,1995.0,OAHI (data.oregon.gov p9yn-ftai)
RAMONA APTS,1350 NW RALEIGH ST,Portland,97209,45.53433,-122.68507,138.0,138.0,130.0,in_service,2018.0,OAHI (data.oregon.gov p9yn-ftai)
CHATEAU APTS,1910 SE STARK ST,Portland,97214,45.51931,-122.64621,10.0,10.0,10.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
NEW COLUMBIA WOOLSEY II,9340 N NEWMAN ST,Portland,97203,45.59034,-122.716,47.0,47.0,,in_service,2006.0,OAHI (data.oregon.gov p9yn-ftai)
8 NW 8th Building (aka Richard L Harris Building),8 NW 8TH AVE,Portland,97209,45.52329,-122.67847,180.0,180.0,,in_service,2004.0,OAHI (data.oregon.gov p9yn-ftai)
ST. FRANCIS APTS,1024 SW MAIN ST,Portland,97205,45.51753,-122.68423,132.0,132.0,10.0,in_service,2003.0,OAHI (data.oregon.gov p9yn-ftai)
Enclave 54,5434 SE Milwaukie Ave,Portland,97202,45.48336,-122.64962,28.0,14.0,,in_service,2020.0,OAHI (data.oregon.gov p9yn-ftai)
DAHLKE MANOR,915 NE SCHUYLER ST,Portland,97212,45.53611,-122.65599,113.0,113.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
302 NE SHAVER ST,302 NE SHAVER ST,Portland,97212,45.55206,-122.66233,2.0,2.0,,in_service,1981.0,OAHI (data.oregon.gov p9yn-ftai)
Columbia Knoll Heights (Elderly),8212 NE SANDY BLVD,Portland,97220,45.55203,-122.57723,208.0,208.0,72.0,in_service,2006.0,OAHI (data.oregon.gov p9yn-ftai)
ELDERPLACE IN CULLY,5119 NE 57TH AVE,Portland,97218,45.55992,-122.60473,42.0,42.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
WOODSTOCK HOUSE,7001 SE WOODSTOCK BLVD,Portland,97206,45.47951,-122.59104,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
MAGNOLIA APTS PHASE II,3250 NE MARTIN LUTHER KING JR BLVD,Portland,97212,45.54695,-122.6616,50.0,50.0,33.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Plaza Townhomes,5802 N Michigan Avenue,Portland,97217-2257,45.56518,-122.67695,68.0,68.0,68.0,in_service,1975.0,OAHI (data.oregon.gov p9yn-ftai)
The Katherine Gray (fka Martha Washington),1115 SW 11th Avenue,Portland,97205,45.51739,-122.68468,108.0,108.0,,in_service,2010.0,OAHI (data.oregon.gov p9yn-ftai)
Gray's Landing,650 SW Lowell St,Portland,97239,45.49395,-122.67133,209.0,209.0,30.0,in_service,2012.0,OAHI (data.oregon.gov p9yn-ftai)
Hotel Alder,415 SW ALDER ST,Portland,97204,45.51927,-122.67653,99.0,99.0,,in_service,2005.0,OAHI (data.oregon.gov p9yn-ftai)
Findley Commons,3440 SE 54th Avenue,Portland,97206,45.49835,-122.6071,35.0,35.0,,in_service,2021.0,OAHI (data.oregon.gov p9yn-ftai)
Maggie Gibson Plaza,1700 NE Alberta,Portland,97211,45.55908,-122.6475,9.0,9.0,7.0,in_service,1996.0,OAHI (data.oregon.gov p9yn-ftai)
The Bria Apartments (fka146th East West),20 NE 146th Avenue,Portland,97230,45.52263,-122.51325,116.0,116.0,24.0,in_service,2022.0,OAHI (data.oregon.gov p9yn-ftai)
Garlington Place,3024 NE MLK Blvd,Portland,97214,45.54497,-122.6616,52.0,51.0,6.0,in_service,2018.0,OAHI (data.oregon.gov p9yn-ftai)
Relay Huckleberry and Juniper Apartments,14708 NE GLISAN ST,Portland,97233,45.52646,-122.51167,60.0,104.0,54.0,in_service,2020.0,OAHI (data.oregon.gov p9yn-ftai)
JOHNSON CREEK COMMONS II,7940 SE 72ND AVE,Portland,97206,45.46583,-122.58889,15.0,15.0,,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
Pier Park Apartments,8660 Columbia Boulevard,Portland,97203,45.60349,-122.74913,164.0,164.0,120.0,in_service,1997.0,OAHI (data.oregon.gov p9yn-ftai)
MARION STREET,2020 SE MARION ST,Portland,97202,45.46003,-122.64356,24.0,24.0,6.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
HOLGATE HOUSE,4601 SE CESAR E CHAVEZ BLVD,Portland,97202,45.48957,-122.62284,80.0,80.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Vermont Springs,1825 SW Vermont Street,Portland,97219-1952,45.47605,-122.69735,15.0,14.0,,in_service,1989.0,OAHI (data.oregon.gov p9yn-ftai)
Wy'East Plaza,12370 SE Ash Street,Portland,97233,45.52124,-122.53578,175.0,175.0,15.0,in_service,2020.0,OAHI (data.oregon.gov p9yn-ftai)
Center Village Apartments,5845 NE Hoyt,Portland,97213,45.52722,-122.60333,60.0,58.0,60.0,in_service,2000.0,OAHI (data.oregon.gov p9yn-ftai)
1223 SE YAMHILL ST,1225 SE YAMHILL ST,Portland,97214,45.51578,-122.65306,8.0,8.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Uptown Tower,712 SW St Clair,Portland,97205,45.52319,-122.6968,72.0,71.0,,in_service,2011.0,OAHI (data.oregon.gov p9yn-ftai)
Pisgah Home Colony,7511 SE Henry Street,Portland,97206,45.47719,-122.58566,18.0,16.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
85 Stories Group 7 (4 Scattered-Sites),915 NE Schuyler Street,Portland,97212,45.53611,-122.65599,115.0,115.0,94.0,in_development,2023.0,OAHI (data.oregon.gov p9yn-ftai)
Stephens Creek Crossing North,6775 SW 26th Street,Portland,97219,45.47563,-122.70388,75.0,75.0,103.0,in_service,2014.0,OAHI (data.oregon.gov p9yn-ftai)
Powellhurst Apartments,SE 122nd & Harold,Portland,97266,,,65.0,65.0,,in_development,2024.0,OAHI (data.oregon.gov p9yn-ftai)
"Abigail, The",1650 NW 13TH AVE,Portland,97209,45.53481,-122.68462,155.0,127.0,71.0,in_service,2016.0,OAHI (data.oregon.gov p9yn-ftai)
Tryon Mews Apartments,8455 SW 30TH AVE,Portland,97219,45.46353,-122.70778,20.0,19.0,,in_service,2007.0,OAHI (data.oregon.gov p9yn-ftai)
KRAMER APTS,303 N BEECH ST,Portland,97227,45.54952,-122.66938,4.0,4.0,,in_service,1929.0,OAHI (data.oregon.gov p9yn-ftai)
333 Oak Apartments,333 SW Oak St,Portland,97204-2712,45.5211,-122.67481,90.0,90.0,,in_service,1978.0,OAHI (data.oregon.gov p9yn-ftai)
SACRED HEART VILLA,3911 SE MILWAUKIE AVE,Portland,97202,45.49438,-122.65293,68.0,68.0,,in_service,2009.0,OAHI (data.oregon.gov p9yn-ftai)
ALBINA PLAZA,3965 N ALBINA AVE,Portland,97227,45.55184,-122.67446,8.0,8.0,,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
Pearl Court Apartments,920 NW Kearney Street,Portland,97209,45.52938,-122.68078,199.0,199.0,28.0,in_service,1997.0,OAHI (data.oregon.gov p9yn-ftai)
CEDAR MILL CROSSING,12450 NW BARNES RD,Portland,97229,45.52267,-122.80575,608.0,608.0,,in_service,1969.0,OAHI (data.oregon.gov p9yn-ftai)
Market Street Home,13541 SE Market Street,Portland,97233,45.51125,-122.52402,5.0,5.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
"Jeffrey Apartments, The",1201 SW 11TH AVE,Portland,97205,45.51694,-122.68495,80.0,80.0,,in_service,2008.0,OAHI (data.oregon.gov p9yn-ftai)
Ankeny Woods,11908 SE Ankeny Street,Portland,97236,45.52177,-122.54014,42.0,18.0,26.0,in_service,1997.0,OAHI (data.oregon.gov p9yn-ftai)
LINCOLN PARK,2409 SE 139TH AVE,Portland,97233,45.50483,-122.52097,4.0,4.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Pioneer Place Apts,220 SE 106th Avenue,Portland,97216,45.52071,-122.5539,10.0,10.0,4.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
927 SE MALL ST,927 SE MALL ST,Portland,97202,45.49141,-122.65494,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
KIRKLAND UNION MANOR I,3530 SE 84TH AVE,Portland,97266,45.49669,-122.57617,151.0,151.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
EASTWOOD COURT,18208 SE YAMHILL ST,Portland,97233,45.51554,-122.47538,31.0,31.0,31.0,in_service,1992.0,OAHI (data.oregon.gov p9yn-ftai)
Crescent Court (fka 115th Street Housing),11560 SE Division Street,Portland,97266,45.50415,-122.54445,138.0,138.0,69.0,in_service,2022.0,OAHI (data.oregon.gov p9yn-ftai)
FANNO CREEK,4105 SW BEAVERTON HILLSDALE HWY,Portland,97221,45.48544,-122.71965,24.0,24.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
LOU BURGES PLACE,12715 NE GLISAN ST,Portland,97230,45.52634,-122.53222,16.0,16.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
85 Stories Group 6 (9 Scattered Sites),17225 SE ALDER ST,Portland,97233,45.51762,-122.48551,20.0,315.0,20.0,in_service,2020.0,OAHI (data.oregon.gov p9yn-ftai)
PUB,4938 NE 15TH AVE,Portland,97211,45.55887,-122.64972,11.0,11.0,,in_service,2004.0,OAHI (data.oregon.gov p9yn-ftai)
Henry Building,309 SW 4TH AVE,Portland,97204,45.52097,-122.67525,173.0,173.0,,in_service,2020.0,OAHI (data.oregon.gov p9yn-ftai)
Maya Angelou,4012 N Borthwick,Portland,97227,45.55225,-122.67343,42.0,43.0,20.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
LENTS COMMONS,5859 SE 92ND AVE,Portland,97266,45.48061,-122.56914,54.0,54.0,15.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
"Watershed at Hillsdale, The (aka Bertha Station)",6388 SW Capitol Hwy,Portland,97239,45.47798,-122.69751,51.0,51.0,3.0,in_service,2007.0,OAHI (data.oregon.gov p9yn-ftai)
SKY3,1101 SW JEFFERSON ST,Portland,97201,45.51636,-122.68559,196.0,196.0,,in_service,2015.0,OAHI (data.oregon.gov p9yn-ftai)
Rockwood Landing,19045 SE Yamhill St,Portland,97233,45.51646,-122.4671,36.0,36.0,36.0,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
"Beatrice Morrow, The",3368 NE MARTIN LUTHER KING JR BLVD,Portland,97212,45.54753,-122.66159,80.0,79.0,44.0,in_service,2017.0,OAHI (data.oregon.gov p9yn-ftai)
KIRKLAND UNION MANOR II,3535 SE 86TH AVE,Portland,97266,45.49649,-122.57452,75.0,75.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
ALDER ROYAL,16124 SE ALDER ST,Portland,97233,45.51735,-122.49738,75.0,75.0,,in_service,1971.0,OAHI (data.oregon.gov p9yn-ftai)
HAMILTON PARK,1973 SE 122ND AVE,Portland,97233,45.50853,-122.53885,76.0,76.0,,in_service,1998.0,OAHI (data.oregon.gov p9yn-ftai)
Hazel Heights,12621 SE Stark Street,Portland,97233,45.51906,-122.53331,153.0,153.0,61.0,in_service,2018.0,OAHI (data.oregon.gov p9yn-ftai)
PROGRESS HOUSE,3510 SE 118TH AVE,Portland,97266,45.4967,-122.54198,5.0,5.0,,in_service,1980.0,OAHI (data.oregon.gov p9yn-ftai)
BEACON MANOR,3123 SE 8TH AVE,Portland,97202,45.50013,-122.6578,20.0,20.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Country Squire Apts,6720-6732 SE 72nd Ave,Portland,97205,45.4737,-122.58932,32.0,32.0,24.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Broadway Vantage,8340 NE Broadway,Portland,97220,45.53467,-122.57691,58.0,58.0,46.0,in_service,2008.0,OAHI (data.oregon.gov p9yn-ftai)
L Roy Gardens,735 N Fremont Street,Portland,97227-1162,45.54786,-122.67417,92.0,18.0,11.0,in_service,1974.0,OAHI (data.oregon.gov p9yn-ftai)
BRIDGEVIEW,6816 N TRUMBULL AVE,Portland,97203,45.59214,-122.7623,14.0,14.0,,in_service,2006.0,OAHI (data.oregon.gov p9yn-ftai)
Tistilal Village,7651 N Hereford Ave,Portland,97209,45.58248,-122.72208,57.0,57.0,31.0,in_service,1973.0,OAHI (data.oregon.gov p9yn-ftai)
3612 NE 8TH AVE,3612 NE 8TH AVE,Portland,97212,45.54904,-122.65766,2.0,2.0,,in_service,1890.0,OAHI (data.oregon.gov p9yn-ftai)
WILMORE,4327 N WILLIAMS AVE,Portland,97217,45.5548,-122.66675,75.0,75.0,,in_service,2015.0,OAHI (data.oregon.gov p9yn-ftai)
SCATTERED - 2 SITES,37 NE 127TH AVE,Portland,97230,45.52308,-122.53255,10.0,10.0,,in_service,2001.0,OAHI (data.oregon.gov p9yn-ftai)
Candalaria Plaza,901-963 SE 162nd Avenue,Portland,97233-3220,45.51609,-122.49653,32.0,31.0,24.0,in_service,1970.0,OAHI (data.oregon.gov p9yn-ftai)
HALSEY TERRACE,12428 NE HALSEY ST,Portland,97230,45.53323,-122.53468,16.0,16.0,3.0,in_service,2004.0,OAHI (data.oregon.gov p9yn-ftai)
Villas de Mariposas,5000 NE KILLINGSWORTH ST,Portland,97218,45.56276,-122.61069,71.0,71.0,71.0,in_service,2004.0,OAHI (data.oregon.gov p9yn-ftai)
5310 NE CULLY BLVD,5320 NE CULLY BLVD,Portland,97218,45.56163,-122.59527,20.0,20.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Schiller Way fka Schiller Liebe Family Housing,9348 SE Liebe Street,Portland,97226,45.48674,-122.56749,26.0,24.0,24.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
NAYA Generations,8510 SE Steele Street,Portland,97226,45.48492,-122.57555,40.0,40.0,16.0,in_service,2016.0,OAHI (data.oregon.gov p9yn-ftai)
Alder House,523 SW 13TH AVE,Portland,97205,45.52179,-122.68464,132.0,130.0,,in_service,1992.0,OAHI (data.oregon.gov p9yn-ftai)
Housing Authority Units: Portland,Scattered Sites,Portland,97219,,,11.0,11.0,,in_service,1980.0,OAHI (data.oregon.gov p9yn-ftai)
MADRONA PLACE,17810 E BURNSIDE ST,Portland,97233,45.52194,-122.47998,45.0,45.0,42.0,in_service,2010.0,OAHI (data.oregon.gov p9yn-ftai)
Dresden Apartments,2545 E BURNSIDE ST,Portland,97214,45.52286,-122.63949,30.0,30.0,3.0,in_service,1993.0,OAHI (data.oregon.gov p9yn-ftai)
Portsmouth Commons,4775 N Lombard St,Portland,,45.58018,-122.71784,20.0,20.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Sitka Apartments,1230 NW 12th Avenue,Portland,97212,45.53193,-122.68349,209.0,209.0,47.0,in_service,2005.0,OAHI (data.oregon.gov p9yn-ftai)
2334 SE MORRISON ST,2334 SE MORRISON ST,Portland,97214,45.51698,-122.64172,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
WESTMORELANDS UNION MANOR II,6404 SE 23RD AVE,Portland,97202,45.47688,-122.64226,50.0,50.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Bronaugh Apartments,1434 SW Morrison Street,Portland,97205-1842,45.52132,-122.687,50.0,50.0,,in_service,1983.0,OAHI (data.oregon.gov p9yn-ftai)
SANDY,11401 NE SANDY BLVD,Portland,97220,45.55809,-122.54487,15.0,15.0,,in_service,2009.0,OAHI (data.oregon.gov p9yn-ftai)
"Commons, The",5800 NE CENTER COMMONS WAY,Portland,97213,45.52766,-122.60318,172.0,172.0,24.0,in_service,2000.0,OAHI (data.oregon.gov p9yn-ftai)
14655 E BURNSIDE ST,14655 E BURNSIDE ST,Portland,97233,45.52239,-122.51196,16.0,16.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
9929 NE GLISAN ST,9929 NE GLISAN ST,Portland,97220,45.5263,-122.56141,120.0,120.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
WALNUT PARK,5272 NE 6TH AVE,Portland,97211,45.56148,-122.65962,38.0,38.0,,in_service,2010.0,OAHI (data.oregon.gov p9yn-ftai)
BUD CLARK COMMONS,655 NW HOYT ST,Portland,97209,45.52734,-122.67724,130.0,130.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
ALBERTA STREET APTS,5010 NE 19TH AVE,Portland,97211,45.55925,-122.64581,10.0,10.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
2225 NE COUCH ST,2225 NE COUCH ST,Portland,97232,45.52355,-122.64292,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Rose City Center Apartments,6819 NE Sandy Boulevard,Portland,97213,45.54689,-122.59264,55.0,55.0,,in_service,1994.0,OAHI (data.oregon.gov p9yn-ftai)
IRISH MOSS,14050 E BURNSIDE ST,Portland,97233,45.52227,-122.5189,27.0,27.0,,in_service,2014.0,OAHI (data.oregon.gov p9yn-ftai)
Tiller Terrace (fka Goose Hollow),610 SW 17th Ave,Portland,,45.52239,-122.68887,214.0,213.0,11.0,in_development,2023.0,OAHI (data.oregon.gov p9yn-ftai)
93RD AVENUE COMMONS,6119 SE 93RD AVE,Portland,97266,45.47829,-122.56761,3.0,3.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Tenino Terrace,2405 SE UMATILLA ST,Portland,97202,45.46318,-122.64026,94.0,94.0,64.0,in_service,1976.0,OAHI (data.oregon.gov p9yn-ftai)
LAURELHURST,804 SE CESAR E CHAVEZ BLVD,Portland,97214,45.51686,-122.62264,23.0,23.0,,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
Spruce Park Apartments (fka Springtree Apartments),650 SE 162ND AVE,Portland,97233,45.51791,-122.49652,72.0,72.0,52.0,in_service,2000.0,OAHI (data.oregon.gov p9yn-ftai)
Family Scattered Site,4716 N MISSISSIPPI AVE,Portland,97217,45.55727,-122.67594,13.0,13.0,,in_service,1998.0,OAHI (data.oregon.gov p9yn-ftai)
5323 NE CULLY BLVD,5323 NE CULLY BLVD,Portland,97218,45.56153,-122.59536,18.0,18.0,,in_service,2006.0,OAHI (data.oregon.gov p9yn-ftai)
Hamilton West Apartments,1212 SW Clay Street,Portland,97201,45.51536,-122.68748,152.0,152.0,,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
Grand Oak Trio Wilshire Apartments,420 SE Grande Avenue,Portland,97214,45.51959,-122.66075,42.0,144.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
ROSE,9750 NE EVERETT CT,Portland,97220,45.52526,-122.56247,90.0,90.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Clinton Street Apartments (aka Dual Diagnoisis),9268 SE Clinton Street,Portland,97266,45.50259,-122.56753,16.0,16.0,,in_service,1994.0,OAHI (data.oregon.gov p9yn-ftai)
MEDFORD HOTEL,506 NW 5TH AVE,Portland,97209,45.52687,-122.67556,60.0,60.0,,in_service,1907.0,OAHI (data.oregon.gov p9yn-ftai)
EAST BURNSIDE APTS,10506 E BURNSIDE ST,Portland,97216,45.52256,-122.55482,51.0,51.0,24.0,in_service,2018.0,OAHI (data.oregon.gov p9yn-ftai)
TOWNHOUSE TERRACE,3001 SE 136TH AVE,Portland,97236,45.49975,-122.52354,32.0,32.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Park Avenue Apartments (Portland),"2055-2057, 2061 SW Park Ave",Portland,97201,45.50892,-122.68668,91.0,91.0,,in_development,2025.0,OAHI (data.oregon.gov p9yn-ftai)
New Columbia Haven 9,8920 N Woolsey Avenue,Portland,97203,45.58738,-122.71344,44.0,42.0,32.0,in_service,2005.0,OAHI (data.oregon.gov p9yn-ftai)
1304 SE PINE ST,1310 SE PINE ST,Portland,97214,45.52076,-122.6523,6.0,6.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Dekum Phase 2,7003 NE 27th Ave (Parcel 2),Portland,97211,45.57335,-122.63812,93.0,93.0,,in_development,2024.0,OAHI (data.oregon.gov p9yn-ftai)
Prescott Terrace,5725 NE PRESCOTT ST,Portland,97218,45.55548,-122.60357,50.0,50.0,,in_service,1971.0,OAHI (data.oregon.gov p9yn-ftai)
Wynne Watts Commons (fka Albertina Kerr Workforce and Inclusive Housing),928 NE 162nd Ave,Portland,97230,45.52955,-122.4956,150.0,150.0,31.0,in_service,2022.0,OAHI (data.oregon.gov p9yn-ftai)
VILLA DE CLARA VISTA,6706 NE KILLINGSWORTH ST,Portland,97218,45.56272,-122.59398,133.0,133.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Garden Park Estates,3140 SE 136th,Portland,97227,45.49932,-122.52353,63.0,62.0,63.0,in_service,1978.0,OAHI (data.oregon.gov p9yn-ftai)
Plaza de Cedro,10809 NE FREMONT ST,Portland,97220,45.54832,-122.55145,6.0,6.0,6.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
UNTHANK PLAZA,2500 N WILLIAMS AVE,Portland,97227,45.54045,-122.66669,80.0,80.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
MLK-Wygant Housing,4710 NE MLK Boulevard,Portland,97211,45.55687,-122.66154,38.0,8.0,27.0,in_service,1998.0,OAHI (data.oregon.gov p9yn-ftai)
Grand Oak Trio Rex Arms Apartments,1230 SE Moody Avenue,Portland,97214,,,62.0,144.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Bukas Place,2705 - 2711 N Killingsworth,Portland,97217,45.56274,-122.69492,7.0,7.0,7.0,in_service,2001.0,OAHI (data.oregon.gov p9yn-ftai)
INSTAR PLACE,5417 NE 25TH AVE,Portland,97211,45.56224,-122.63987,5.0,5.0,,in_service,1997.0,OAHI (data.oregon.gov p9yn-ftai)
NATHANIELS WAY,11106 E BURNSIDE ST,Portland,97216,45.52251,-122.54887,4.0,4.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Marwood Plaza,7200 SE Woodstock Blvd,Portland,97206-5803,45.47956,-122.58866,40.0,39.0,,in_service,1970.0,OAHI (data.oregon.gov p9yn-ftai)
PCRI - SCATTERED 1-4 UNITS,9632 N CLARENDON AVE,Portland,97203,45.59244,-122.72412,230.0,230.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Cedar Commons (fka Division Street Apartments),11332 SE Division Street,Portland,97266,45.50416,-122.54597,60.0,60.0,,in_service,2021.0,OAHI (data.oregon.gov p9yn-ftai)
